ym:s:searchEngine,ym:s:visits,ym:s:users,ym:s:pageviews,ym:s:bounceRate,ym:s:pageDepth,ym:s:avgVisitDurationSeconds
"Google, результаты поиска",1.0,1.0,2.0,0.0,2.0,28.0
